stats_o/mean,stats_g/std,train/episode,train/critic_loss,test/episode,epoch,test/mean_Q,stats_g/mean,test/success_rate,stats_o/std,train/success_rate,test/ag_g_dist
0.2031021,0.09382974,100.0,0.08876745,20.0,0,-2.898255,0.8418474,0.0,0.045301367,0.0016666666666666668,0.23726432
0.20358415,0.09326918,200.0,0.08544742,40.0,1,-4.853556,0.8444786,0.0,0.04628727,0.005,0.22233039
0.20406407,0.09384961,300.0,0.08288229,60.0,2,-6.8169785,0.8450074,0.008333333333333333,0.04979451,0.0033333333333333335,0.21822345
0.20418854,0.095750004,400.0,0.09333316,80.0,3,-8.53404,0.8452535,0.008333333333333333,0.056926187,0.0033333333333333335,0.2311179
0.20392197,0.09737053,500.0,0.09746406,100.0,4,-10.6228,0.84484535,0.0,0.061682034,0.0016666666666666668,0.2393118
0.20382671,0.09987909,600.0,0.10113745,120.0,5,-12.043614,0.84491783,0.008333333333333333,0.06657462,0.0033333333333333335,0.24495594
0.20368116,0.10142898,700.0,0.11833984,140.0,6,-12.802311,0.84511274,0.008333333333333333,0.072529584,0.006666666666666667,0.2505326
0.20364845,0.10414552,800.0,0.15122749,160.0,7,-13.050446,0.84486324,0.025000000000000005,0.079835914,0.013333333333333334,0.23474824
0.20319946,0.10586136,900.0,0.18974203,180.0,8,-12.08125,0.84463865,0.10000000000000002,0.08681748,0.023333333333333334,0.1938775
0.20311476,0.10754933,1000.0,0.18160106,200.0,9,-12.09942,0.84482384,0.15833333333333333,0.093060695,0.035,0.20303626
0.2031069,0.10925552,1100.0,0.21159871,220.0,10,-10.60162,0.8448124,0.25,0.09779752,0.045000000000000005,0.16152366
0.20320652,0.10983435,1200.0,0.24165826,240.0,11,-11.470122,0.84496194,0.27499999999999997,0.10204458,0.08333333333333333,0.1853431
0.2032756,0.10978258,1300.0,0.3591069,260.0,12,-11.736888,0.84489983,0.3,0.10481461,0.12333333333333334,0.17073548
0.20344383,0.10987285,1400.0,0.33834243,280.0,13,-9.687159,0.84523106,0.45,0.10677892,0.17833333333333334,0.15113576
0.2035013,0.11001227,1500.0,0.33970737,300.0,14,-10.243476,0.84546256,0.4666666666666666,0.108637266,0.22,0.1573508
0.20360817,0.110383905,1600.0,0.24659778,320.0,15,-6.3943977,0.84535575,0.575,0.10977116,0.25166666666666665,0.10939626
0.20387273,0.11051839,1700.0,0.2207337,340.0,16,-5.4353313,0.8456606,0.625,0.1107066,0.26666666666666666,0.10962989
0.20411901,0.11132139,1800.0,0.20813052,360.0,17,-3.2513893,0.84601086,0.7000000000000001,0.112228066,0.31666666666666665,0.09133801
0.20423615,0.111870654,1900.0,0.29695567,380.0,18,-3.1361768,0.8464029,0.7583333333333333,0.11286956,0.2733333333333334,0.07942936
0.20446701,0.11188599,2000.0,0.20310278,400.0,19,-2.3240936,0.84692025,0.7916666666666666,0.113505185,0.3166666666666667,0.06774836
0.204615,0.11184698,2100.0,0.44169238,420.0,20,-2.0361347,0.8472705,0.775,0.11390849,0.3466666666666667,0.05273089
0.20479576,0.11172477,2200.0,0.28448805,440.0,21,-2.0196874,0.8478191,0.8666666666666667,0.11402237,0.35333333333333333,0.054441232
0.20491326,0.11177176,2300.0,0.24994211,460.0,22,-1.738316,0.8480925,0.6999999999999998,0.11432449,0.325,0.05144315
0.20501398,0.111609995,2400.0,0.20847882,480.0,23,-1.9985253,0.8483365,0.8083333333333332,0.11454297,0.33666666666666667,0.056319926
0.20504753,0.11183492,2500.0,0.30003712,500.0,24,-1.8374144,0.8485977,0.8333333333333334,0.11486805,0.33166666666666667,0.054811846
0.20518546,0.11195332,2600.0,0.27671036,520.0,25,-1.8838247,0.84885836,0.8583333333333334,0.115009636,0.31499999999999995,0.0582639
0.20524435,0.11236147,2700.0,0.3986703,540.0,26,-2.0033236,0.8489957,0.7416666666666667,0.115454026,0.3033333333333334,0.058125973
0.20532362,0.1122095,2800.0,0.32876265,560.0,27,-1.8410071,0.8491626,0.875,0.11557317,0.33666666666666667,0.05236115
0.20540585,0.11214713,2900.0,0.23433627,580.0,28,-1.8671445,0.8493971,0.9083333333333333,0.11579061,0.32,0.05253697
0.20540512,0.11210965,3000.0,0.44416776,600.0,29,-1.6956946,0.8495689,0.9083333333333332,0.11584669,0.3316666666666667,0.04725389
0.20541435,0.111986905,3100.0,0.3237858,620.0,30,-2.2647069,0.8497329,0.875,0.11594995,0.27999999999999997,0.06425414
0.20543021,0.111741304,3200.0,0.29208398,640.0,31,-1.7418562,0.8497842,0.9,0.11610263,0.3383333333333333,0.05211812
0.20546009,0.11165262,3300.0,0.2496928,660.0,32,-1.7432593,0.84982276,0.9166666666666666,0.11628298,0.30666666666666664,0.048405346
0.20548661,0.11139027,3400.0,0.3082327,680.0,33,-1.7485031,0.8498474,0.8916666666666666,0.11628256,0.315,0.052682113
0.20549232,0.111185856,3500.0,0.382066,700.0,34,-1.7421528,0.8498408,0.8583333333333333,0.116340734,0.3433333333333333,0.05175523
0.20549679,0.11103795,3600.0,0.38314542,720.0,35,-1.8467289,0.85002303,0.875,0.116356336,0.3216666666666667,0.053241372
0.20549162,0.11089628,3700.0,0.20757687,740.0,36,-1.6929388,0.8500464,0.9249999999999999,0.116363384,0.3583333333333334,0.048104968
0.20548321,0.11087787,3800.0,0.3909661,760.0,37,-1.750059,0.8500915,0.8916666666666666,0.116453655,0.28500000000000003,0.051651638
0.2054904,0.110732,3900.0,0.27381846,780.0,38,-1.7727594,0.85011315,0.8916666666666666,0.116471015,0.32666666666666666,0.049585517
0.20556669,0.110642575,4000.0,0.2454127,800.0,39,-1.8935604,0.8501099,0.8833333333333334,0.11645478,0.33499999999999996,0.053438086
0.20559506,0.110623956,4100.0,0.49692145,820.0,40,-1.7599381,0.85010004,0.9,0.11659187,0.3416666666666666,0.053568363
0.20561798,0.11037006,4200.0,0.4133191,840.0,41,-1.9340018,0.85012025,0.9166666666666666,0.11661798,0.305,0.051762372
0.20561735,0.11030225,4300.0,0.26279348,860.0,42,-1.6964865,0.8501384,0.8583333333333334,0.11666152,0.32499999999999996,0.049481537
0.2056707,0.110264085,4400.0,0.2697091,880.0,43,-1.6200548,0.8501539,0.9250000000000002,0.11668434,0.3116666666666667,0.044628292
0.20564531,0.110243686,4500.0,0.20755003,900.0,44,-1.9098673,0.8501386,0.8916666666666666,0.11671045,0.2933333333333334,0.055039514
0.20564985,0.11012008,4600.0,0.2370777,920.0,45,-1.6296835,0.8501668,0.8333333333333334,0.11671839,0.325,0.049366772
0.20563345,0.11001446,4700.0,0.246049,940.0,46,-1.7339834,0.8501186,0.9083333333333333,0.11675695,0.31666666666666665,0.053063054
0.2056487,0.10997554,4800.0,0.43831336,960.0,47,-1.7694565,0.8501287,0.875,0.11673018,0.3383333333333333,0.051534463
0.20567888,0.10980045,4900.0,0.47533306,980.0,48,-1.7503729,0.85013014,0.9249999999999999,0.116697244,0.31833333333333336,0.04858591
0.20567644,0.10972228,5000.0,0.6781152,1000.0,49,-2.087137,0.8500789,0.875,0.11678811,0.2933333333333333,0.05417301
0.20569803,0.10956343,5100.0,0.30073553,1020.0,50,-1.7277263,0.8501384,0.9166666666666666,0.116734274,0.28833333333333333,0.049324647
0.20567898,0.10951966,5200.0,0.21431364,1040.0,51,-1.860466,0.8501007,0.8916666666666666,0.116805665,0.3266666666666666,0.055236485
0.2056759,0.10938409,5300.0,0.2933195,1060.0,52,-1.8201007,0.8501327,0.85,0.11678299,0.2816666666666667,0.057967637
0.2056718,0.109303296,5400.0,0.6812484,1080.0,53,-1.7478911,0.85008305,0.8666666666666667,0.11679108,0.32,0.054095555
0.2057002,0.1091382,5500.0,0.39493847,1100.0,54,-2.0562904,0.8500418,0.8583333333333334,0.116797425,0.3066666666666667,0.054239694
0.20570648,0.10896516,5600.0,0.30097613,1120.0,55,-1.7962157,0.8501132,0.875,0.11667243,0.28833333333333333,0.052467506
0.20571679,0.10885233,5700.0,0.23346792,1140.0,56,-1.7416099,0.85007507,0.8916666666666666,0.11661298,0.3116666666666667,0.049070552
0.20571108,0.10885454,5800.0,0.41741976,1160.0,57,-1.7356516,0.85004735,0.8916666666666666,0.11668455,0.275,0.04959349
0.20573278,0.10876945,5900.0,0.20638742,1180.0,58,-1.6866916,0.8500542,0.8666666666666666,0.11670699,0.33,0.051440973
0.20575093,0.10866755,6000.0,0.62825185,1200.0,59,-1.9111933,0.85006887,0.8916666666666666,0.11670741,0.29333333333333333,0.0529538
0.20574826,0.10858556,6100.0,0.4286984,1220.0,60,-1.9537987,0.85001063,0.9083333333333332,0.11670943,0.315,0.051076323
0.20573705,0.108569674,6200.0,0.2514564,1240.0,61,-1.6839476,0.84996456,0.8583333333333334,0.116679095,0.3116666666666667,0.050076872
0.20571642,0.10848218,6300.0,0.22740166,1260.0,62,-1.6879894,0.8499883,0.8416666666666668,0.11666753,0.30000000000000004,0.051562324
0.20569728,0.10843841,6400.0,0.2991692,1280.0,63,-1.7056737,0.8499737,0.9083333333333332,0.116716124,0.32166666666666666,0.049221534
0.20568438,0.10835615,6500.0,0.34525833,1300.0,64,-1.8050566,0.85000724,0.8666666666666667,0.11666282,0.31333333333333335,0.052369405
0.20568772,0.108243234,6600.0,0.27052003,1320.0,65,-2.0171652,0.84999424,0.8083333333333332,0.11659834,0.29000000000000004,0.061021086
0.20571297,0.1081566,6700.0,0.32186526,1340.0,66,-1.8443508,0.8499926,0.875,0.11655102,0.3083333333333333,0.052402247
0.20572217,0.10805783,6800.0,0.25895056,1360.0,67,-2.138614,0.85002446,0.8333333333333334,0.11653986,0.3016666666666667,0.059830938
0.20571816,0.108019255,6900.0,0.37309125,1380.0,68,-1.8245567,0.84998536,0.8666666666666667,0.11656663,0.3,0.05668868
0.20569734,0.107972495,7000.0,0.19039299,1400.0,69,-1.8716861,0.8499641,0.8166666666666668,0.11660256,0.2916666666666667,0.05718136
0.20568298,0.10792327,7100.0,0.29559267,1420.0,70,-1.8227125,0.8499561,0.875,0.116597265,0.3316666666666666,0.054601584
0.20568855,0.107870184,7200.0,0.20420052,1440.0,71,-1.9395434,0.84997445,0.8999999999999999,0.11651502,0.3166666666666667,0.050811034
0.20568754,0.10784912,7300.0,0.21755247,1460.0,72,-1.7491035,0.8500052,0.875,0.116553694,0.2816666666666667,0.0539834
0.20568527,0.107774794,7400.0,0.19925976,1480.0,73,-1.5860974,0.85002714,0.9166666666666666,0.11654717,0.3233333333333333,0.04755184
0.20569398,0.10777748,7500.0,0.22223592,1500.0,74,-1.414218,0.8500371,0.9416666666666668,0.116574496,0.2916666666666667,0.040207956
0.20564367,0.10779052,7600.0,0.32671848,1520.0,75,-1.8404707,0.8500053,0.8166666666666665,0.11657547,0.29333333333333333,0.055976886
0.20565844,0.10776491,7700.0,0.44450727,1540.0,76,-1.7596489,0.85000676,0.8833333333333333,0.1165605,0.30833333333333335,0.051641
0.20567344,0.10769703,7800.0,0.23080228,1560.0,77,-1.7747507,0.8500053,0.875,0.116541184,0.3333333333333333,0.054586593
0.20566626,0.107703894,7900.0,0.22721861,1580.0,78,-1.9623431,0.84998965,0.7916666666666666,0.11654255,0.325,0.061588023
0.20566857,0.10772228,8000.0,0.2979997,1600.0,79,-1.702881,0.8500026,0.8916666666666666,0.116577536,0.30666666666666664,0.05156052
0.20566292,0.107710004,8100.0,0.18340427,1620.0,80,-1.6345463,0.8499749,0.8416666666666667,0.116631754,0.2833333333333333,0.050987054
0.20565324,0.1076799,8200.0,0.30765828,1640.0,81,-1.8623785,0.84998846,0.85,0.11661843,0.3016666666666667,0.057286203
0.20566149,0.10767562,8300.0,0.27415666,1660.0,82,-1.7575983,0.85000587,0.8583333333333333,0.11668221,0.30666666666666664,0.05257298
0.20566179,0.10770911,8400.0,0.28553608,1680.0,83,-1.7215675,0.8500276,0.9,0.116704375,0.30833333333333335,0.051498976
0.20567496,0.10762262,8500.0,0.27083462,1700.0,84,-1.6924253,0.8500273,0.9,0.116659395,0.29000000000000004,0.051557858
0.20567007,0.10752752,8600.0,0.3989891,1720.0,85,-1.8110038,0.85002154,0.9,0.116653524,0.2933333333333334,0.05268866
0.20567816,0.10752052,8700.0,0.2468781,1740.0,86,-1.6754212,0.8500004,0.875,0.116628565,0.3183333333333333,0.052346308
0.2056554,0.10747751,8800.0,0.27216807,1760.0,87,-1.6962141,0.85002047,0.8666666666666667,0.11661229,0.29000000000000004,0.05056116
0.20565347,0.10748381,8900.0,0.28676337,1780.0,88,-1.8901001,0.85001737,0.8416666666666667,0.116688944,0.3333333333333333,0.058208153
0.2056549,0.10744587,9000.0,0.33733085,1800.0,89,-2.0309403,0.8500065,0.875,0.116667844,0.295,0.055282906
0.20565654,0.107344985,9100.0,0.23590024,1820.0,90,-1.8286597,0.8500081,0.875,0.11664864,0.3666666666666667,0.0564798
0.2056442,0.107346095,9200.0,0.38485214,1840.0,91,-1.8540024,0.8500042,0.8583333333333334,0.11661147,0.3033333333333333,0.056180995
0.20565178,0.107331984,9300.0,0.26530942,1860.0,92,-1.8952547,0.84999937,0.8249999999999998,0.116615765,0.32333333333333336,0.058376033
0.20564759,0.107269384,9400.0,0.38686848,1880.0,93,-1.6926985,0.84998727,0.9416666666666668,0.11658198,0.3116666666666667,0.048995096
0.20562728,0.10726265,9500.0,0.3910919,1900.0,94,-1.8107074,0.8499603,0.8583333333333334,0.11660872,0.2966666666666667,0.057308074
0.2056343,0.107243836,9600.0,0.27800307,1920.0,95,-1.6549567,0.8499665,0.8916666666666666,0.11663983,0.29833333333333334,0.049593642
0.20563638,0.10728478,9700.0,0.20310915,1940.0,96,-1.7182611,0.8499899,0.9,0.1166645,0.26666666666666666,0.051698636
0.20565337,0.10723617,9800.0,0.28464913,1960.0,97,-1.7312045,0.85002476,0.8833333333333333,0.11662807,0.29333333333333333,0.051121037
0.20565237,0.107273735,9900.0,0.2628443,1980.0,98,-1.729649,0.850025,0.9583333333333334,0.11667051,0.2866666666666667,0.04773495
0.2056546,0.10721713,10000.0,0.25847334,2000.0,99,-1.7668198,0.8500208,0.8833333333333334,0.116583906,0.2916666666666667,0.052262384
