stats_o/std,train/critic_loss,test/ag_g_dist,test/success_rate,stats_g/std,test/episode,epoch,train/reward_compute_count,train/success_rate,train/episode,stats_o/mean,test/mean_Q,stats_g/mean,test/reward_compute_count
0.055084705,0.25889832,0.47853956,0.0,0.1224126,20.0,0,5000.0,0.0016666666666666668,100.0,0.1763288,-3.0533192,0.74213934,1000.0
0.056695785,0.23854439,0.44893417,0.0,0.12252436,40.0,1,10000.0,0.0016666666666666668,200.0,0.17603512,-5.181567,0.74241763,2000.0
0.057306137,1.1239296,0.42643914,0.0,0.122985035,60.0,2,15000.0,0.005,300.0,0.17643279,-7.397425,0.74307626,3000.0
0.056854885,0.18963571,0.46447185,0.0,0.12272199,80.0,3,20000.0,0.0,400.0,0.17675632,-9.209671,0.7440012,4000.0
0.057786275,0.9853141,0.44489658,0.0,0.12449961,100.0,4,25000.0,0.0016666666666666668,500.0,0.17714393,-11.183772,0.74471325,5000.0
0.05910067,1.1993923,0.47519553,0.0,0.12576182,120.0,5,30000.0,0.0016666666666666668,600.0,0.17710121,-12.600308,0.7440867,6000.0
0.05959068,0.4793962,0.45344102,0.008333333333333333,0.12775104,140.0,6,35000.0,0.0033333333333333335,700.0,0.17720143,-14.688104,0.7443246,7000.0
0.05991863,0.8847482,0.40940198,0.008333333333333333,0.12880327,160.0,7,40000.0,0.0,800.0,0.17722435,-15.831075,0.7442844,8000.0
0.060753822,0.45113492,0.46796668,0.0,0.13088234,180.0,8,45000.0,0.0033333333333333335,900.0,0.17728211,-17.710318,0.74469966,9000.0
0.061429635,0.24664688,0.4568152,0.0,0.13268976,200.0,9,50000.0,0.0,1000.0,0.17744696,-18.88193,0.74483687,10000.0
0.062149543,0.54245305,0.46868038,0.0,0.13392805,220.0,10,55000.0,0.0016666666666666668,1100.0,0.17748098,-19.960058,0.74501866,11000.0
0.06352587,1.064233,0.49155125,0.008333333333333333,0.13589408,240.0,11,60000.0,0.0016666666666666668,1200.0,0.17749842,-21.472185,0.7453343,12000.0
0.064834975,0.90141946,0.45630002,0.0,0.13808328,260.0,12,65000.0,0.006666666666666667,1300.0,0.1776207,-21.42336,0.7456977,13000.0
0.06614837,1.1414181,0.47817063,0.0,0.1398948,280.0,13,70000.0,0.0016666666666666668,1400.0,0.17757456,-22.262796,0.74512744,14000.0
0.068603516,1.3547121,0.45960414,0.0,0.143766,300.0,14,75000.0,0.0033333333333333335,1500.0,0.1776882,-22.377808,0.7453115,15000.0
0.070770085,1.0149587,0.45421085,0.008333333333333333,0.1477689,320.0,15,80000.0,0.005,1600.0,0.17798394,-23.462944,0.7459497,16000.0
0.07331505,1.038328,0.44221854,0.0,0.15207519,340.0,16,85000.0,0.006666666666666667,1700.0,0.17815953,-24.057928,0.7462202,17000.0
0.07520842,0.49719226,0.43115065,0.008333333333333333,0.15625398,360.0,17,90000.0,0.006666666666666667,1800.0,0.17853552,-23.92011,0.74755263,18000.0
0.07729773,1.0234624,0.46226975,0.0,0.16043149,380.0,18,95000.0,0.01,1900.0,0.1789182,-25.172403,0.74858165,19000.0
0.08005646,0.58364695,0.46929803,0.008333333333333333,0.16531537,400.0,19,100000.0,0.0033333333333333335,2000.0,0.17915179,-24.986547,0.74941015,20000.0
0.0824624,0.948545,0.4614948,0.016666666666666666,0.1700579,420.0,20,105000.0,0.015,2100.0,0.1792054,-23.940552,0.7501989,21000.0
0.08407398,1.2432853,0.45386335,0.008333333333333333,0.1731394,440.0,21,110000.0,0.0033333333333333335,2200.0,0.1792144,-24.529272,0.7507716,22000.0
0.085626565,0.98857826,0.41970277,0.0,0.17575876,460.0,22,115000.0,0.011666666666666665,2300.0,0.17928128,-25.710403,0.7517292,23000.0
0.08674526,0.84005123,0.45046195,0.016666666666666666,0.17778231,480.0,23,120000.0,0.013333333333333334,2400.0,0.17939399,-25.972498,0.7525595,24000.0
0.08793095,1.1809359,0.3905228,0.025000000000000005,0.17990877,500.0,24,125000.0,0.008333333333333333,2500.0,0.17947842,-25.973303,0.75348616,25000.0
0.08890139,0.91603476,0.42403194,0.0,0.18234038,520.0,25,130000.0,0.01,2600.0,0.1796311,-27.121103,0.75449276,26000.0
0.09013214,0.91915655,0.41067863,0.016666666666666666,0.1844964,540.0,26,135000.0,0.018333333333333333,2700.0,0.17982297,-26.634613,0.75575566,27000.0
0.091009416,1.3026079,0.4127806,0.041666666666666664,0.18618305,560.0,27,140000.0,0.011666666666666667,2800.0,0.18001093,-26.387682,0.7569563,28000.0
0.092586584,2.2399163,0.36869025,0.025000000000000005,0.1885944,580.0,28,145000.0,0.016666666666666666,2900.0,0.18026786,-27.093086,0.7577877,29000.0
0.09393702,1.8310747,0.39482185,0.03333333333333333,0.19080074,600.0,29,150000.0,0.016666666666666666,3000.0,0.18055336,-27.19848,0.7588999,30000.0
0.095110856,2.0612264,0.40629682,0.016666666666666666,0.19253558,620.0,30,155000.0,0.018333333333333337,3100.0,0.1808124,-29.013609,0.7597191,31000.0
0.095876485,2.0270393,0.38181877,0.008333333333333333,0.19395642,640.0,31,160000.0,0.018333333333333337,3200.0,0.1811059,-28.343283,0.7610485,32000.0
0.09692731,1.5147806,0.35968292,0.025000000000000005,0.19546449,660.0,32,165000.0,0.03,3300.0,0.18141405,-27.297981,0.76240253,33000.0
0.09798267,1.1421123,0.38913286,0.03333333333333333,0.19685012,680.0,33,170000.0,0.015,3400.0,0.18178137,-28.3012,0.7638375,34000.0
0.09886241,2.2545984,0.3416593,0.025000000000000005,0.19808197,700.0,34,175000.0,0.03666666666666667,3500.0,0.18203694,-28.804075,0.76522475,35000.0
0.09985558,1.0451418,0.34344563,0.041666666666666664,0.19934946,720.0,35,180000.0,0.035,3600.0,0.18241309,-27.68344,0.7668403,36000.0
0.1004728,1.3133258,0.3486136,0.041666666666666664,0.1999408,740.0,36,185000.0,0.028333333333333335,3700.0,0.18275063,-27.598114,0.7682471,37000.0
0.10104873,1.7303649,0.3687036,0.0,0.2004262,760.0,37,190000.0,0.035,3800.0,0.18306248,-27.087626,0.76946145,38000.0
0.101614445,1.0560665,0.3494502,0.03333333333333333,0.20100379,780.0,38,195000.0,0.02666666666666667,3900.0,0.18335907,-26.360222,0.7709119,39000.0
0.10216423,2.8521683,0.37046346,0.025000000000000005,0.20188046,800.0,39,200000.0,0.024999999999999998,4000.0,0.18358576,-27.821447,0.7721703,40000.0
0.1026543,1.9830923,0.35189494,0.03333333333333333,0.20235534,820.0,40,205000.0,0.028333333333333335,4100.0,0.18379122,-26.57514,0.7734287,41000.0
0.10330707,3.2290585,0.32731068,0.06666666666666667,0.2031352,840.0,41,210000.0,0.028333333333333332,4200.0,0.18401778,-26.316772,0.7745101,42000.0
0.10366288,2.521097,0.31434432,0.03333333333333333,0.20361598,860.0,42,215000.0,0.043333333333333335,4300.0,0.18426813,-26.829638,0.7755258,43000.0
0.10428062,1.9393588,0.3382664,0.041666666666666664,0.20428617,880.0,43,220000.0,0.021666666666666667,4400.0,0.1844909,-27.506388,0.7764316,44000.0
0.10493078,2.5325363,0.38579616,0.016666666666666666,0.20490302,900.0,44,225000.0,0.03166666666666667,4500.0,0.18472005,-29.152153,0.7773264,45000.0
0.105474256,3.0055606,0.32344767,0.03333333333333333,0.20553951,920.0,45,230000.0,0.056666666666666664,4600.0,0.18502016,-23.561346,0.7783642,46000.0
0.10596019,2.6105688,0.31134292,0.09166666666666667,0.20605814,940.0,46,235000.0,0.05000000000000001,4700.0,0.185174,-23.961761,0.77912354,47000.0
0.106052466,2.1868756,0.35032335,0.07500000000000001,0.20595868,960.0,47,240000.0,0.035,4800.0,0.18538187,-24.500566,0.7799962,48000.0
0.10634216,3.944912,0.31800067,0.075,0.20616263,980.0,48,245000.0,0.043333333333333335,4900.0,0.18553998,-27.967619,0.78079194,49000.0
0.106489666,3.553131,0.35343114,0.03333333333333333,0.20620151,1000.0,49,250000.0,0.05333333333333334,5000.0,0.18571152,-26.093546,0.7817409,50000.0
0.106642224,2.8219135,0.2887918,0.075,0.20613186,1020.0,50,255000.0,0.04,5100.0,0.18592203,-26.788786,0.78264695,51000.0
0.106932126,3.2326615,0.29605025,0.08333333333333333,0.20620604,1040.0,51,260000.0,0.06666666666666667,5200.0,0.18606983,-26.455872,0.78339607,52000.0
0.10711833,3.1677153,0.36859903,0.025000000000000005,0.20617436,1060.0,52,265000.0,0.065,5300.0,0.18623848,-26.73378,0.7840522,53000.0
0.10716561,4.172966,0.3527658,0.06666666666666667,0.20599537,1080.0,53,270000.0,0.045000000000000005,5400.0,0.18641238,-25.454544,0.78477716,54000.0
0.10716524,3.0391102,0.36702237,0.05000000000000001,0.20578992,1100.0,54,275000.0,0.051666666666666666,5500.0,0.18653081,-20.278175,0.7853684,55000.0
0.1071688,4.6403804,0.30368635,0.16666666666666666,0.20543997,1120.0,55,280000.0,0.051666666666666666,5600.0,0.18656631,-23.758835,0.78571564,56000.0
0.10717896,2.2710342,0.33488384,0.06666666666666667,0.20527458,1140.0,56,285000.0,0.030000000000000002,5700.0,0.18659525,-23.210754,0.78586817,57000.0
0.107099675,3.8037922,0.33591953,0.15,0.20477028,1160.0,57,290000.0,0.04666666666666667,5800.0,0.18661062,-21.88653,0.7859762,58000.0
0.10705244,3.4857361,0.33262393,0.05833333333333334,0.20448522,1180.0,58,295000.0,0.04666666666666667,5900.0,0.18662073,-23.949919,0.7859593,59000.0
0.10686032,4.7291317,0.3635157,0.11666666666666665,0.20411392,1200.0,59,300000.0,0.04833333333333334,6000.0,0.18664177,-21.916344,0.78608036,60000.0
